Jurisdiction,Date,New Cases,7-day Average New Cases,Cumulative cases                          ,Population (2019),New Case Rate,7-Day Average New Case Rate,Cumulative Case Rate,County FIPS Code,Longitude,Latitude,Georeferenced Lat & Long
Berks,11/24/2020,137,163.7,13060,421164,32.5,38.9,3100.9,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Northumberland,01/05/2021,96,90.3,5487,90843,105.7,99.4,6040.1,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Lancaster,01/14/2021,374,363.7,33402,545724,68.5,66.6,6120.7,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Erie,03/27/2021,21,32.3,18547,269728,7.8,12,6876.2,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Cambria,01/09/2021,64,85.6,9659,130192,49.2,65.7,7419,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Carbon,02/27/2021,6,12.1,4902,64182,9.3,18.9,7637.7,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Cambria,12/31/2020,97,83.4,8953,130192,74.5,64.1,6876.8,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Lackawanna,04/13/2021,78,72.4,16631,209674,37.2,34.5,7931.8,42069,-75.61218345,41.43910064,POINT (-75.61218345 41.43910064)
Cambria,03/10/2021,10,17.9,11918,130192,7.7,13.7,9154.2,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Bradford,03/26/2021,22,18.9,4744,60323,36.5,31.3,7864.3,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
Lancaster,03/29/2021,245,181.9,47684,545724,44.9,33.3,8737.8,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Greene,09/20/2020,6,2.6,184,36233,16.6,7.1,507.8,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Philadelphia,04/13/2021,777,610.9,133589,1584064,49.1,38.6,8433.3,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Westmoreland,02/21/2021,24,57.9,26368,348899,6.9,16.6,7557.5,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Pennsylvania,04/22/2021,4018,4014.9,1127706,12801989,31.4,31.4,8808.8,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Potter,04/28/2021,4,3.7,1068,16526,24.2,22.5,6462.5,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Pennsylvania,07/30/2020,1005,935.4,112820,12801989,7.9,7.3,881.3,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Mercer,08/05/2020,9,10.4,393,109424,8.2,9.5,359.2,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Susquehanna,05/03/2021,10,13,2479,40328,24.8,32.2,6147.1,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
Northumberland,03/29/2021,18,16.1,8543,90843,19.8,17.8,9404.1,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
York,01/20/2021,203,243.1,29383,449058,45.2,54.1,6543.3,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
York,09/02/2020,127,55,3629,449058,28.3,12.2,808.1,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
Indiana,03/12/2021,12,8.6,5179,84073,14.3,10.2,6160.1,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Cambria,07/28/2020,4,7.7,249,130192,3.1,5.9,191.3,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Cambria,08/07/2020,7,10.4,347,130192,5.4,8,266.5,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Franklin,09/18/2020,8,10.3,1720,155027,5.2,6.6,1109.5,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Monroe,01/09/2021,114,103.4,7155,170271,67,60.7,4202.1,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Franklin,08/08/2020,7,9.7,1355,155027,4.5,6.3,874,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Northumberland,12/25/2020,89,68,4670,90843,98,74.9,5140.7,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Northampton,01/12/2021,255,249.1,19898,305285,83.5,81.6,6517.8,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Fayette,03/12/2021,43,26,10634,129274,33.3,20.1,8225.9,42051,-79.65189635,39.9194478,POINT (-79.65189635 39.9194478)
Perry,07/01/2020,0,0.3,90,46272,0,0.6,194.5,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Chester,02/02/2021,74,167,27749,524989,14.1,31.8,5285.6,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Erie,02/22/2021,57,53.1,17012,269728,21.1,19.7,6307.1,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Elk,03/22/2021,12,10,2445,29910,40.1,33.4,8174.5,42047,-78.64947713,41.42819416,POINT (-78.64947713 41.42819416)
Monroe,02/28/2021,24,33.7,9712,170271,14.1,19.8,5703.8,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Blair,03/03/2021,14,13.4,10733,121829,11.5,11,8809.9,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Wayne,04/08/2021,21,17.4,3531,51361,40.9,33.9,6874.9,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Montgomery,04/27/2021,226,217.6,67350,830915,27.2,26.2,8105.5,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
Washington,02/25/2021,48,29.9,13685,206865,23.2,14.4,6615.4,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Cambria,11/25/2020,186,173.1,3910,130192,142.9,133,3003.3,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Cambria,07/29/2020,4,6.7,253,130192,3.1,5.2,194.3,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Cambria,09/25/2020,7,3.9,589,130192,5.4,3,452.4,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Elk,10/03/2020,1,1.4,86,29910,3.3,4.8,287.5,42047,-78.64947713,41.42819416,POINT (-78.64947713 41.42819416)
Fayette,01/12/2021,108,100.6,8528,129274,83.5,77.8,6596.8,42051,-79.65189635,39.9194478,POINT (-79.65189635 39.9194478)
Erie,04/15/2021,75,51.7,19438,269728,27.8,19.2,7206.5,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Wayne,01/16/2021,16,25.3,2452,51361,31.2,49.2,4774.1,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Lycoming,04/29/2021,34,28.9,11327,113299,30,25.5,9997.4,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Snyder,09/02/2020,5,3.6,181,40372,12.4,8.8,448.3,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Indiana,03/02/2021,6,10.1,5096,84073,7.1,12.1,6061.4,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Somerset,02/02/2021,13,21,6373,73447,17.7,28.6,8677,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Erie,04/21/2021,42,53.6,19738,269728,15.6,19.9,7317.7,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Franklin,05/10/2020,20,19.1,507,155027,12.9,12.3,327,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Berks,02/11/2021,154,135.7,34144,421164,36.6,32.2,8107.1,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Lehigh,04/21/2021,152,125.6,37210,369318,41.2,34,10075.3,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Lycoming,08/12/2020,14,10.3,434,113299,12.4,9.1,383.1,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Snyder,06/13/2020,0,0.6,61,40372,0,1.4,151.1,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Blair,12/26/2020,37,91.4,7652,121829,30.4,75,6280.9,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Mercer,04/16/2021,34,24.4,8893,109424,31.1,22.3,8127.1,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Adams,04/13/2021,49,35.1,8612,103009,47.6,34.1,8360.4,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Pennsylvania,01/16/2021,5788,6689.6,770375,12801989,45.2,52.3,6017.6,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Lancaster,02/18/2021,101,172.4,42527,545724,18.5,31.6,7792.8,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Mercer,06/30/2020,0,2.4,142,109424,0,2.2,129.8,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Clearfield,03/28/2021,50,36.6,7121,79255,63.1,46.1,8984.9,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
Franklin,10/05/2020,13,8.1,1860,155027,8.4,5.3,1199.8,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Venango,08/31/2020,0,0.1,77,50668,0,0.3,152,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Venango,12/01/2020,44,37,1079,50668,86.8,73,2129.5,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Lancaster,11/06/2020,145,119.4,10742,545724,26.6,21.9,1968.4,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Pennsylvania,12/31/2020,8485,7343.4,651671,12801989,66.3,57.4,5090.4,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Jefferson,04/30/2021,4,3.9,3208,43425,9.2,8.9,7387.4,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Lackawanna,10/18/2020,22,48.3,3352,209674,10.5,23,1598.7,42069,-75.61218345,41.43910064,POINT (-75.61218345 41.43910064)
Northumberland,02/28/2021,9,14.1,8067,90843,9.9,15.6,8880.2,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Luzerne,04/02/2021,163,104.9,27474,317417,51.4,33,8655.5,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Fayette,02/28/2021,20,24.7,10322,129274,15.5,19.1,7984.6,42051,-79.65189635,39.9194478,POINT (-79.65189635 39.9194478)
York,03/27/2021,99,152.9,39048,449058,22,34,8695.5,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
Lackawanna,06/11/2020,6,3.6,1603,209674,2.9,1.7,764.5,42069,-75.61218345,41.43910064,POINT (-75.61218345 41.43910064)
Snyder,08/12/2020,2,2.3,122,40372,5,5.7,302.2,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Juniata,01/08/2021,19,12,1496,24763,76.7,48.5,6041.3,42067,-77.405775,40.53433008,POINT (-77.405775 40.53433008)
Erie,01/16/2021,95,139.6,14130,269728,35.2,51.7,5238.6,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Wayne,04/30/2021,13,16.7,3890,51361,25.3,32.5,7573.8,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Wyoming,04/30/2021,10,6.4,1833,26794,37.3,24,6841.1,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Centre,11/17/2020,88,83.4,5367,162385,54.2,51.4,3305.1,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Washington,10/12/2020,19,13.7,1567,206865,9.2,6.6,757.5,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Beaver,12/13/2020,89,175,6268,163929,54.3,106.8,3823.6,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Erie,04/27/2021,35,42.1,19991,269728,13,15.6,7411.5,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Washington,01/22/2021,123,95,11971,206865,59.5,45.9,5786.9,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Somerset,04/12/2021,39,17.4,7166,73447,53.1,23.7,9756.7,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Lancaster,05/17/2020,48,42.3,2562,545724,8.8,7.7,469.5,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Wayne,04/22/2021,15,14.6,3748,51361,29.2,28.4,7297.4,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Pennsylvania,02/26/2021,3417,2570.9,930698,12801989,26.7,20.1,7269.9,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Tioga,08/18/2020,0,0.6,46,40591,0,1.4,113.3,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Lackawanna,05/08/2020,17,24.1,1147,209674,8.1,11.5,547,42069,-75.61218345,41.43910064,POINT (-75.61218345 41.43910064)
Northumberland,12/18/2020,88,82.9,4194,90843,96.9,91.2,4616.8,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Lancaster,12/21/2020,229,354.3,25163,545724,42,64.9,4610.9,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Bradford,02/22/2021,10,10.7,4345,60323,16.6,17.8,7202.9,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
Fulton,03/13/2021,0,2.1,1158,14530,0,14.7,7969.7,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
Venango,08/16/2020,0,0.4,73,50668,0,0.8,144.1,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Indiana,03/14/2021,5,8.7,5186,84073,5.9,10.4,6168.4,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Washington,12/27/2020,48,107.3,8474,206865,23.2,51.9,4096.4,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Washington,02/20/2021,38,34.9,13544,206865,18.4,16.9,6547.3,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Berks,03/31/2021,154,170,40047,421164,36.6,40.4,9508.6,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Franklin,09/11/2020,9,10.1,1648,155027,5.8,6.5,1063,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Pennsylvania,12/19/2020,6461,9138.6,558545,12801989,50.5,71.4,4363,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Indiana,04/19/2021,16,20,5763,84073,19,23.8,6854.8,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Fayette,04/07/2021,31,42,11538,129274,24,32.5,8925.2,42051,-79.65189635,39.9194478,POINT (-79.65189635 39.9194478)
Cambria,09/28/2020,6,5.1,606,130192,4.6,4,465.5,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Clinton,12/24/2020,33,45.1,1795,38632,85.4,116.9,4646.4,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Washington,03/19/2021,52,39.1,14446,206865,25.1,18.9,6983.3,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Mercer,07/06/2020,2,2.9,162,109424,1.8,2.6,148,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Indiana,06/14/2020,0,0.4,95,84073,0,0.5,113,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Erie,09/22/2020,11,9.3,1531,269728,4.1,3.4,567.6,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Northampton,12/01/2020,245,160.6,9543,305285,80.3,52.6,3125.9,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Erie,07/25/2020,6,10.6,863,269728,2.2,3.9,320,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Adams,04/27/2021,39,26,9051,103009,37.9,25.2,8786.6,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Indiana,11/15/2020,59,51.1,1847,84073,70.2,60.8,2196.9,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Erie,03/04/2021,52,57.3,17570,269728,19.3,21.2,6514,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Elk,04/22/2021,11,5.6,2774,29910,36.8,18.6,9274.5,42047,-78.64947713,41.42819416,POINT (-78.64947713 41.42819416)
McKean,04/25/2021,7,10.4,3436,40625,17.2,25.7,8457.8,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Clearfield,11/25/2020,84,62.6,1505,79255,106,78.9,1898.9,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
Cambria,08/28/2020,7,5.4,478,130192,5.4,4.2,367.2,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Venango,08/08/2020,0,0.6,69,50668,0,1.1,136.2,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Clearfield,11/19/2020,62,46.3,1129,79255,78.2,58.4,1424.5,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
Snyder,05/07/2020,1,0.1,38,40372,2.5,0.4,94.1,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Snyder,03/30/2021,4,4.9,3297,40372,9.9,12,8166.6,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Clinton,01/30/2021,13,12,2530,38632,33.7,31.1,6549,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Cumberland,03/30/2021,45,53.7,17947,253370,17.8,21.2,7083.3,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Northumberland,06/08/2020,3,2,218,90843,3.3,2.2,240,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Bradford,03/25/2021,33,20,4722,60323,54.7,33.2,7827.9,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
Clarion,10/14/2020,4,3.3,178,38438,10.4,8.5,463.1,42031,-79.42483608,41.19279129,POINT (-79.42483608 41.19279129)
Monroe,03/30/2021,86,77.6,11464,170271,50.5,45.6,6732.8,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Westmoreland,01/27/2021,95,105.7,24542,348899,27.2,30.3,7034.1,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
York,02/07/2021,149,168.3,33486,449058,33.2,37.5,7456.9,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
Bradford,01/23/2021,25,23.9,3875,60323,41.4,39.5,6423.8,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
Cambria,09/16/2020,3,2.3,551,130192,2.3,1.8,423.2,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
York,03/12/2021,96,97,37058,449058,21.4,21.6,8252.4,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
Lancaster,02/01/2021,216,364,38919,545724,39.6,66.7,7131.6,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Cameron,03/19/2021,0,0.1,267,4447,0,3.2,6004,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Berks,12/06/2020,290,304.6,16095,421164,68.9,72.3,3821.6,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Elk,11/17/2020,7,11.7,392,29910,23.4,39.2,1310.6,42047,-78.64947713,41.42819416,POINT (-78.64947713 41.42819416)
York,08/31/2020,79,41.3,3458,449058,17.6,9.2,770.1,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
Indiana,11/07/2020,28,33.9,1470,84073,33.3,40.3,1748.5,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Monroe,11/24/2020,91,57.3,3098,170271,53.4,33.6,1819.5,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Somerset,04/21/2021,36,21.4,7372,73447,49,29.2,10037.2,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Northampton,03/20/2021,88,120.9,28966,305285,28.8,39.6,9488.2,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Pennsylvania,11/27/2020,7844,6967.7,354693,12801989,61.3,54.4,2770.6,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Snyder,03/10/2021,5,6.1,3186,40372,12.4,15.2,7891.6,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Cambria,04/30/2021,29,43.6,13792,130192,22.3,33.5,10593.6,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Lancaster,05/21/2020,53,45.6,2753,545724,9.7,8.4,504.5,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Erie,01/18/2021,105,126.9,14387,269728,38.9,47,5333.9,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Venango,11/29/2020,34,32,997,50668,67.1,63.2,1967.7,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Centre,11/25/2020,98,93,6117,162385,60.4,57.3,3767,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Indiana,03/09/2021,10,7.4,5148,84073,11.9,8.8,6123.3,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
York,11/28/2020,187,189.4,11048,449058,41.6,42.2,2460.3,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
Wayne,03/16/2021,16,9.1,3232,51361,31.2,17.8,6292.7,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Somerset,12/24/2020,45,84.7,4430,73447,61.3,115.3,6031.6,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Venango,10/30/2020,9,12.1,306,50668,17.8,24,603.9,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Indiana,11/04/2020,72,31.4,1368,84073,85.6,37.4,1627.2,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Carbon,02/13/2021,5,21,4721,64182,7.8,32.7,7355.6,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Luzerne,09/30/2020,12,12.4,4187,317417,3.8,3.9,1319.1,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Pennsylvania,04/06/2021,4523,4234.9,1055684,12801989,35.3,33.1,8246.2,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Blair,04/16/2021,72,52.3,11929,121829,59.1,42.9,9791.6,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Westmoreland,01/02/2021,145,235,19997,348899,41.6,67.4,5731.5,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Berks,02/17/2021,171,110.7,34765,421164,40.6,26.3,8254.5,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Potter,08/24/2020,0,0.4,25,16526,0,2.6,151.3,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Lackawanna,05/31/2020,3,7,1552,209674,1.4,3.3,740.2,42069,-75.61218345,41.43910064,POINT (-75.61218345 41.43910064)
Westmoreland,10/31/2020,68,74,4582,348899,19.5,21.2,1313.3,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Somerset,01/01/2021,34,68.1,4997,73447,46.3,92.8,6803.5,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Luzerne,08/02/2020,10,25.6,3373,317417,3.2,8.1,1062.6,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Erie,12/04/2020,236,179.7,6575,269728,87.5,66.6,2437.6,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Snyder,05/30/2020,3,0.9,47,40372,7.4,2.1,116.4,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Lackawanna,04/21/2021,72,77,17246,209674,34.3,36.7,8225.1,42069,-75.61218345,41.43910064,POINT (-75.61218345 41.43910064)
Chester,01/20/2021,201,202.7,25581,524989,38.3,38.6,4872.7,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Franklin,09/21/2020,17,8.6,1748,155027,11,5.5,1127.5,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Mercer,02/27/2021,10,15.7,8109,109424,9.1,14.4,7410.6,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Wayne,12/10/2020,83,33.1,894,51361,161.6,64.5,1740.6,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Indiana,02/07/2021,5,14.1,4876,84073,5.9,16.8,5799.7,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Lackawanna,10/31/2020,28,36.9,3930,209674,13.4,17.6,1874.3,42069,-75.61218345,41.43910064,POINT (-75.61218345 41.43910064)
Clearfield,03/10/2021,27,25.4,6564,79255,34.1,32.1,8282.1,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
Mercer,08/18/2020,0,7.7,508,109424,0,7,464.2,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Crawford,11/28/2020,62,58,1895,84629,73.3,68.5,2239.2,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Mercer,09/10/2020,2,7.4,623,109424,1.8,6.8,569.3,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Luzerne,03/14/2021,29,61.4,25769,317417,9.1,19.4,8118.3,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
York,11/18/2020,129,159.9,8873,449058,28.7,35.6,1975.9,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
Clearfield,01/13/2021,38,60.7,5031,79255,47.9,76.6,6347.9,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
Beaver,11/22/2020,67,73.7,3399,163929,40.9,45,2073.5,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Perry,06/01/2020,1,2.1,65,46272,2.2,4.6,140.5,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Lawrence,05/22/2020,1,0.3,77,85512,1.2,0.3,90,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
Montgomery,04/21/2021,272,280,66099,830915,32.7,33.7,7955,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
Bedford,04/19/2021,25,16,4196,47888,52.2,33.4,8762.1,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Blair,12/12/2020,79,151,6136,121829,64.8,123.9,5036.6,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Pennsylvania,08/01/2020,658,879.9,114378,12801989,5.1,6.9,893.4,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Carbon,04/02/2021,41,24,5502,64182,63.9,37.4,8572.5,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Fulton,04/17/2021,3,3.9,1254,14530,20.6,26.5,8630.4,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
Bedford,03/02/2021,2,4.4,3817,47888,4.2,9.2,7970.7,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Washington,03/16/2021,42,35,14302,206865,20.3,16.9,6913.7,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
McKean,05/03/2021,26,13.6,3538,40625,64,33.4,8708.9,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Tioga,07/02/2020,0,0.4,27,40591,0,1.1,66.5,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Clearfield,02/11/2021,26,27.9,5972,79255,32.8,35.1,7535.2,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
Elk,03/08/2021,8,3.6,2356,29910,26.7,11.9,7877,42047,-78.64947713,41.42819416,POINT (-78.64947713 41.42819416)
Juniata,03/14/2021,0,2.7,1869,24763,0,11,7547.6,42067,-77.405775,40.53433008,POINT (-77.405775 40.53433008)
